고객사ID,가입일,산업군,요금제,좌석수,월구독료,이탈여부
C01549,2023-05-08,제조,Basic,2,58000,0
C01550,2024-05-03,금융,Basic,1,29000,0
C01551,2023-03-20,의료,Basic,1,29000,0
C01552,2022-04-23,의료,Pro,5,495000,0
C01553,2023-06-22,IT/SW,Enterprise,37,14430000,0
C01554,2022-12-28,공공,Pro,3,297000,0
C01555,2023-01-26,유통/이커머스,Basic,1,29000,0
C01556,2023-12-22,제조,Enterprise,32,12480000,0
C01557,2022-11-18,교육,Basic,5,145000,0
C01558,2024-04-07,공공,Basic,1,29000,0
C01559,2022-05-25,의료,Pro,5,495000,1
C01560,2023-06-28,공공,Basic,1,29000,0
C01561,2022-06-02,스타트업,Basic,1,29000,1
C01562,2024-03-22,금융,Pro,3,297000,0
C01563,2022-02-22,유통/이커머스,Pro,7,693000,0
C01564,2023-03-28,제조,Pro,1,99000,0
C01565,2022-02-17,IT/SW,Basic,2,58000,0
C01566,2022-10-30,공공,Basic,3,87000,0
C01567,2022-08-15,IT/SW,Basic,1,29000,0
C01568,2022-07-02,공공,Basic,1,29000,0
C01569,2023-07-02,IT/SW,Pro,2,198000,1
C01570,2024-02-20,제조,Basic,1,29000,0
C01571,2022-03-15,제조,Basic,1,29000,0
C01572,2024-04-06,IT/SW,Enterprise,23,8970000,0
C01573,2022-09-22,유통/이커머스,Pro,7,693000,0
C01574,2022-03-22,유통/이커머스,Pro,6,594000,0
C01575,2023-11-01,IT/SW,Basic,1,29000,0
C01576,2023-11-15,금융,Basic,1,29000,0
C01577,2023-12-23,IT/SW,Pro,7,693000,0
C01578,2022-03-02,의료,Basic,1,29000,0
C01579,2022-06-11,교육,Basic,3,87000,1
C01580,2022-08-25,IT/SW,Enterprise,40,15600000,1
C01581,2022-09-29,교육,Basic,1,29000,0
C01582,2023-03-19,스타트업,Pro,3,297000,0
C01583,2024-01-13,의료,Basic,1,29000,1
C01584,2022-05-01,스타트업,Basic,1,29000,0
C01585,2023-07-29,IT/SW,Basic,1,29000,0
C01586,2024-06-01,제조,Basic,1,29000,0
C01587,2022-12-29,IT/SW,Pro,8,792000,0
C01588,2023-06-25,제조,Basic,1,29000,0
C01589,2022-08-08,금융,Basic,2,58000,0
C01590,2023-09-23,공공,Enterprise,29,11310000,1
C01591,2022-08-09,유통/이커머스,Enterprise,37,14430000,1
C01592,2023-07-23,제조,Basic,3,87000,0
C01593,2023-05-13,IT/SW,Enterprise,30,11700000,0
C01594,2022-09-07,공공,Basic,1,29000,0
C01595,2022-11-22,교육,Enterprise,30,11700000,1
C01596,2024-01-30,IT/SW,Pro,4,396000,1
C01597,2023-07-23,제조,Basic,2,58000,0
C01598,2022-03-31,제조,Basic,1,29000,0
C01599,2022-07-11,금융,Pro,8,792000,0
C01600,2023-02-08,공공,Basic,1,29000,0
C01601,2023-10-11,유통/이커머스,Basic,2,58000,0
C01602,2022-07-19,IT/SW,Pro,7,693000,0
C01603,2023-08-16,스타트업,Pro,7,693000,1
C01604,2023-07-17,교육,Basic,1,29000,0
C01605,2023-03-31,IT/SW,Pro,6,594000,1
C01606,2023-10-15,유통/이커머스,Pro,5,495000,0
C01607,2023-02-28,공공,Pro,3,297000,0
C01608,2023-04-28,제조,Pro,7,693000,0
C01609,2023-10-09,금융,Basic,1,29000,0
C01610,2023-04-05,교육,Enterprise,33,12870000,1
C01611,2024-01-31,교육,Pro,3,297000,0
C01612,2023-02-20,IT/SW,Basic,1,29000,0
C01613,2022-10-29,IT/SW,Pro,2,198000,0
C01614,2022-08-01,IT/SW,Basic,2,58000,0
C01615,2023-03-13,스타트업,Basic,1,29000,0
C01616,2022-11-20,IT/SW,Pro,7,693000,0
C01617,2023-03-31,IT/SW,Basic,1,29000,0
C01618,2023-03-07,교육,Enterprise,29,11310000,0
C01619,2022-12-02,유통/이커머스,Pro,5,495000,0
C01620,2023-02-02,공공,Pro,5,495000,1
C01621,2022-12-09,IT/SW,Enterprise,26,10140000,0
C01622,2023-08-09,교육,Basic,1,29000,0
C01623,2022-09-23,IT/SW,Pro,2,198000,0
C01624,2022-06-02,금융,Pro,3,297000,0
C01625,2024-01-05,제조,Pro,5,495000,0
C01626,2022-10-10,제조,Basic,1,29000,0
C01627,2023-07-07,유통/이커머스,Basic,3,87000,0
C01628,2023-01-24,교육,Pro,6,594000,0
C01629,2024-03-05,의료,Basic,1,29000,0
C01630,2023-09-08,스타트업,Basic,1,29000,0
C01631,2022-12-21,스타트업,Pro,5,495000,0
C01632,2024-03-06,스타트업,Basic,1,29000,0
C01633,2024-05-14,스타트업,Pro,8,792000,0
C01634,2024-01-17,IT/SW,Pro,5,495000,1
C01635,2022-05-11,유통/이커머스,Pro,4,396000,1
C01636,2022-08-16,유통/이커머스,Pro,5,495000,0
C01637,2023-09-20,공공,Pro,2,198000,0
C01638,2023-01-31,IT/SW,Pro,4,396000,0
C01639,2022-10-13,제조,Basic,1,29000,0
C01640,2024-01-25,공공,Pro,6,594000,0
C01641,2022-11-15,IT/SW,Basic,1,29000,0
C01642,2023-06-11,교육,Pro,5,495000,1
C01643,2023-10-30,유통/이커머스,Basic,1,29000,0
C01644,2022-05-26,의료,Pro,6,594000,0
C01645,2023-07-14,의료,Pro,2,198000,0
C01646,2022-10-19,제조,Enterprise,36,14040000,0
C01647,2022-09-28,금융,Pro,3,297000,1
C01648,2023-01-29,공공,Enterprise,30,11700000,0
C01649,2023-06-02,유통/이커머스,Basic,1,29000,0
C01650,2023-01-21,제조,Basic,1,29000,0
C01651,2023-03-24,금융,Enterprise,31,12090000,0
C01652,2022-05-05,IT/SW,Basic,1,29000,0
C01653,2022-07-28,공공,Pro,6,594000,0
C01654,2022-05-09,IT/SW,Basic,1,29000,1
C01655,2022-12-24,금융,Pro,3,297000,1
C01656,2023-08-10,제조,Basic,1,29000,1
C01657,2022-10-04,공공,Enterprise,30,11700000,0
C01658,2022-03-23,유통/이커머스,Pro,6,594000,0
C01659,2022-06-23,금융,Enterprise,45,17550000,0
C01660,2023-08-07,IT/SW,Basic,1,29000,0
C01661,2023-07-05,IT/SW,Pro,2,198000,0
C01662,2022-05-04,제조,Basic,1,29000,0
C01663,2022-03-13,제조,Basic,1,29000,0
C01664,2023-04-05,의료,Pro,9,891000,0
C01665,2024-01-17,금융,Pro,5,495000,0
C01666,2022-04-04,스타트업,Basic,1,29000,0
C01667,2023-07-12,IT/SW,Basic,1,29000,0
C01668,2024-03-10,제조,Basic,1,29000,0
C01669,2023-12-17,제조,Basic,2,58000,1
C01670,2024-03-21,IT/SW,Enterprise,36,14040000,0
C01671,2023-06-03,유통/이커머스,Basic,2,58000,0
C01672,2023-02-09,제조,Pro,8,792000,0
C01673,2022-02-11,IT/SW,Basic,2,58000,0
C01674,2023-02-01,의료,Basic,1,29000,0
C01675,2023-12-13,유통/이커머스,Basic,2,58000,0
C01676,2022-04-28,IT/SW,Pro,7,693000,0
C01677,2024-05-02,제조,Pro,5,495000,0
C01678,2022-02-21,교육,Enterprise,24,9360000,0
C01679,2024-04-13,유통/이커머스,Enterprise,26,10140000,0
C01680,2023-11-02,유통/이커머스,Basic,1,29000,0
C01681,2022-12-21,제조,Basic,2,58000,0
C01682,2024-02-01,유통/이커머스,Basic,2,58000,0
C01683,2022-04-23,스타트업,Basic,4,116000,0
C01684,2023-08-18,공공,Pro,2,198000,0
C01685,2024-04-29,공공,Pro,7,693000,0
C01686,2023-06-25,의료,Enterprise,28,10920000,0
C01687,2022-11-20,IT/SW,Basic,2,58000,0
C01688,2022-02-13,IT/SW,Basic,1,29000,0
C01689,2023-12-28,제조,Pro,4,396000,1
C01690,2022-06-29,금융,Basic,4,116000,0
C01691,2022-07-18,IT/SW,Basic,2,58000,0
C01692,2023-04-03,IT/SW,Pro,2,198000,1
C01693,2024-01-22,교육,Enterprise,30,11700000,0
C01694,2022-06-12,금융,Pro,2,198000,0
C01695,2022-09-10,IT/SW,Pro,11,1089000,0
C01696,2022-01-24,금융,Pro,6,594000,0
C01697,2024-06-10,제조,Pro,3,297000,0
C01698,2022-12-25,공공,Pro,2,198000,0
C01699,2023-02-12,공공,Basic,2,58000,0
C01700,2023-06-29,IT/SW,Pro,8,792000,0
C01701,2022-07-19,교육,Pro,3,297000,0
C01702,2023-09-08,공공,Basic,1,29000,0
C01703,2023-10-10,스타트업,Basic,1,29000,0
C01704,2023-03-07,유통/이커머스,Basic,1,29000,1
C01705,2023-04-09,유통/이커머스,Pro,7,693000,0
C01706,2024-06-09,의료,Pro,12,1188000,0
C01707,2023-02-11,금융,Pro,4,396000,1
C01708,2023-10-17,유통/이커머스,Basic,1,29000,0
C01709,2023-12-23,제조,Basic,1,29000,0
C01710,2023-04-13,금융,Pro,4,396000,1
C01711,2023-06-30,유통/이커머스,Basic,1,29000,0
C01712,2024-01-25,스타트업,Basic,1,29000,0
C01713,2022-04-03,제조,Basic,2,58000,0
C01714,2023-09-25,IT/SW,Basic,1,29000,0
C01715,2023-12-30,IT/SW,Basic,1,29000,0
C01716,2023-11-20,IT/SW,Basic,1,29000,0
C01717,2022-09-30,공공,Pro,3,297000,1
C01718,2022-05-02,교육,Basic,3,87000,0
C01719,2023-12-22,공공,Basic,1,29000,0
C01720,2024-04-04,유통/이커머스,Basic,1,29000,1
C01721,2023-03-05,금융,Enterprise,21,8190000,1
C01722,2023-10-02,교육,Basic,1,29000,0
C01723,2022-05-15,금융,Basic,1,29000,1
C01724,2023-07-04,의료,Enterprise,30,11700000,0
C01725,2022-02-28,스타트업,Pro,3,297000,0
C01726,2024-06-15,제조,Basic,2,58000,0
C01727,2023-05-14,공공,Pro,6,594000,0
C01728,2023-04-16,의료,Basic,1,29000,0
C01729,2024-06-15,유통/이커머스,Pro,6,594000,0
C01730,2022-10-04,IT/SW,Pro,3,297000,0
C01731,2024-04-16,IT/SW,Enterprise,31,12090000,0
C01732,2022-08-16,IT/SW,Pro,2,198000,0
C01733,2022-06-09,금융,Basic,1,29000,0
C01734,2022-08-02,의료,Pro,5,495000,0
C01735,2023-12-31,IT/SW,Basic,1,29000,0
C01736,2024-06-16,제조,Basic,1,29000,1
C01737,2024-03-15,금융,Basic,1,29000,0
C01738,2023-09-04,의료,Basic,1,29000,0
C01739,2022-04-07,스타트업,Basic,1,29000,1
C01740,2022-08-01,IT/SW,Basic,1,29000,0
C01741,2023-01-05,IT/SW,Pro,6,594000,0
C01742,2023-06-13,스타트업,Pro,5,495000,0
C01743,2022-06-21,교육,Basic,1,29000,0
C01744,2023-07-04,유통/이커머스,Basic,3,87000,1
C01745,2023-12-14,제조,Basic,1,29000,0
C01746,2024-05-18,제조,Basic,1,29000,0
C01747,2023-01-16,제조,Pro,5,495000,0
C01748,2022-08-28,유통/이커머스,Basic,1,29000,0
C01749,2022-01-04,의료,Basic,1,29000,0
C01750,2024-03-06,제조,Enterprise,42,16380000,0
C01751,2023-04-09,금융,Pro,7,693000,0
C01752,2022-12-29,교육,Basic,2,58000,0
C01753,2023-12-28,스타트업,Enterprise,23,8970000,0
C01754,2023-05-27,공공,Pro,2,198000,1
C01755,2023-11-02,교육,Basic,1,29000,1
C01756,2022-01-24,스타트업,Basic,1,29000,0
C01757,2022-01-16,의료,Pro,2,198000,0
C01758,2023-09-03,스타트업,Pro,5,495000,0
C01759,2023-02-19,제조,Basic,2,58000,0
C01760,2023-08-30,제조,Pro,6,594000,1
C01761,2022-11-22,유통/이커머스,Basic,1,29000,1
C01762,2023-09-17,유통/이커머스,Basic,1,29000,1
C01763,2023-06-20,IT/SW,Basic,3,87000,0
C01764,2023-05-10,제조,Pro,4,396000,1
C01765,2022-02-19,IT/SW,Pro,4,396000,0
C01766,2022-12-06,유통/이커머스,Basic,1,29000,0
C01767,2023-05-12,금융,Enterprise,31,12090000,0
C01768,2022-07-13,스타트업,Basic,1,29000,0
C01769,2022-02-24,제조,Basic,1,29000,0
C01770,2024-06-04,제조,Pro,2,198000,1
C01771,2023-09-06,IT/SW,Pro,6,594000,0
C01772,2024-01-25,유통/이커머스,Pro,7,693000,0
C01773,2023-01-14,유통/이커머스,Pro,6,594000,1
C01774,2022-07-05,스타트업,Enterprise,42,16380000,0
C01775,2023-05-01,금융,Pro,1,99000,0
C01776,2022-07-21,금융,Basic,1,29000,0
C01777,2024-04-12,유통/이커머스,Basic,1,29000,0
C01778,2022-06-10,유통/이커머스,Pro,4,396000,0
C01779,2022-05-23,제조,Pro,3,297000,0
C01780,2024-06-15,교육,Pro,7,693000,0
C01781,2022-04-08,제조,Pro,9,891000,0
C01782,2023-09-11,교육,Pro,3,297000,0
C01783,2022-05-22,유통/이커머스,Basic,1,29000,0
C01784,2024-06-15,유통/이커머스,Pro,1,99000,0
C01785,2022-04-12,스타트업,Basic,1,29000,0
C01786,2023-11-16,제조,Pro,4,396000,0
C01787,2024-05-09,금융,Basic,1,29000,0
C01788,2022-07-06,교육,Basic,1,29000,0
C01789,2023-11-09,IT/SW,Basic,2,58000,0
C01790,2024-01-21,공공,Basic,1,29000,0
C01791,2022-12-31,IT/SW,Basic,1,29000,0
C01792,2022-09-09,유통/이커머스,Basic,1,29000,0
C01793,2024-05-14,스타트업,Basic,1,29000,1
C01794,2023-04-06,금융,Basic,1,29000,0
C01795,2023-04-12,유통/이커머스,Pro,5,495000,0
C01796,2023-09-29,IT/SW,Pro,6,594000,0
C01797,2022-11-20,IT/SW,Basic,1,29000,1
C01798,2022-10-16,IT/SW,Basic,2,58000,0
C01799,2023-02-17,제조,Pro,7,693000,0
C01800,2022-05-28,유통/이커머스,Basic,2,58000,0
C01801,2022-08-03,제조,Basic,3,87000,0
C01802,2022-06-19,유통/이커머스,Pro,1,99000,0
C01803,2023-02-02,의료,Pro,3,297000,0
C01804,2022-07-05,IT/SW,Enterprise,30,11700000,0
C01805,2023-08-23,IT/SW,Enterprise,21,8190000,1
C01806,2022-02-25,IT/SW,Basic,1,29000,1
C01807,2023-01-07,금융,Pro,6,594000,0
C01808,2022-09-29,스타트업,Basic,1,29000,1
C01809,2023-11-24,유통/이커머스,Basic,3,87000,0
C01810,2022-07-06,금융,Pro,7,693000,0
C01811,2022-09-07,IT/SW,Basic,2,58000,0
C01812,2022-12-09,제조,Basic,1,29000,0
C01813,2024-01-04,유통/이커머스,Basic,2,58000,1
C01814,2024-04-13,IT/SW,Basic,1,29000,1
C01815,2022-10-23,제조,Enterprise,30,11700000,0
C01816,2023-11-29,금융,Basic,1,29000,0
C01817,2022-04-11,공공,Enterprise,32,12480000,0
C01818,2022-11-02,IT/SW,Basic,1,29000,0
C01819,2022-07-04,교육,Pro,4,396000,0
C01820,2023-06-22,의료,Basic,1,29000,0
C01821,2022-12-17,유통/이커머스,Basic,2,58000,0
C01822,2022-10-10,제조,Basic,1,29000,0
C01823,2023-05-21,금융,Enterprise,33,12870000,0
C01824,2023-12-14,IT/SW,Basic,1,29000,0
C01825,2023-06-30,교육,Basic,1,29000,0
C01826,2022-09-23,교육,Pro,7,693000,0
C01827,2023-07-27,금융,Basic,1,29000,0
C01828,2022-06-03,금융,Pro,9,891000,0
C01829,2022-03-12,IT/SW,Basic,1,29000,1
C01830,2023-01-24,공공,Pro,4,396000,0
C01831,2023-12-25,유통/이커머스,Enterprise,24,9360000,0
C01832,2024-02-14,유통/이커머스,Basic,1,29000,0
C01833,2023-10-29,의료,Basic,1,29000,0
C01834,2022-12-12,유통/이커머스,Basic,1,29000,0
C01835,2024-01-30,의료,Pro,4,396000,0
C01836,2023-06-13,유통/이커머스,Pro,7,693000,0
C01837,2023-09-01,금융,Basic,1,29000,1
C01838,2023-06-20,IT/SW,Pro,6,594000,0
C01839,2022-03-10,교육,Pro,4,396000,0
C01840,2023-04-29,제조,Enterprise,41,15990000,0
C01841,2022-01-19,공공,Basic,1,29000,0
C01842,2024-03-08,유통/이커머스,Basic,1,29000,0
C01843,2022-03-22,IT/SW,Basic,2,58000,0
C01844,2023-09-09,의료,Pro,4,396000,0
C01845,2022-05-15,IT/SW,Basic,1,29000,1
C01846,2024-03-09,제조,Enterprise,35,13650000,0
C01847,2024-05-16,IT/SW,Enterprise,33,12870000,1
C01848,2022-07-08,IT/SW,Pro,8,792000,0
C01849,2024-06-02,스타트업,Enterprise,31,12090000,0
C01850,2022-01-23,유통/이커머스,Basic,1,29000,0
C01851,2023-03-24,공공,Basic,1,29000,0
C01852,2022-02-27,IT/SW,Basic,2,58000,0
C01853,2022-03-29,IT/SW,Basic,1,29000,1
C01854,2022-01-19,IT/SW,Enterprise,28,10920000,0
C01855,2023-05-19,제조,Enterprise,22,8580000,0
C01856,2022-11-25,IT/SW,Basic,1,29000,0
C01857,2023-06-21,IT/SW,Basic,1,29000,1
C01858,2024-04-25,유통/이커머스,Pro,3,297000,0
C01859,2024-04-05,스타트업,Pro,3,297000,0
C01860,2024-01-11,의료,Basic,1,29000,0
C01861,2023-12-14,IT/SW,Basic,1,29000,1
C01862,2024-05-18,제조,Basic,1,29000,0
C01863,2023-05-02,교육,Basic,1,29000,1
C01864,2022-05-20,제조,Basic,1,29000,0
C01865,2022-09-02,IT/SW,Pro,2,198000,0
C01866,2023-03-23,교육,Basic,1,29000,0
C01867,2023-08-18,금융,Pro,4,396000,0
C01868,2023-03-05,공공,Basic,1,29000,1
C01869,2023-03-13,공공,Basic,3,87000,0
C01870,2022-07-02,IT/SW,Pro,7,693000,0
C01871,2022-10-20,금융,Pro,2,198000,0
C01872,2023-08-23,공공,Enterprise,28,10920000,1
C01873,2022-03-16,공공,Basic,1,29000,0
C01874,2023-01-15,제조,Basic,1,29000,1
C01875,2023-09-18,스타트업,Enterprise,30,11700000,0
C01876,2024-02-08,IT/SW,Basic,2,58000,0
C01877,2023-02-14,유통/이커머스,Basic,1,29000,0
C01878,2022-11-23,유통/이커머스,Enterprise,37,14430000,1
C01879,2022-07-30,공공,Basic,1,29000,0
C01880,2022-02-23,IT/SW,Basic,1,29000,0
C01881,2024-05-26,금융,Pro,7,693000,0
C01882,2023-12-22,제조,Basic,2,58000,0
C01883,2022-01-12,제조,Basic,1,29000,0
C01884,2023-07-19,교육,Pro,1,99000,0
C01885,2024-04-12,제조,Basic,2,58000,0
C01886,2023-11-05,유통/이커머스,Basic,1,29000,1
C01887,2023-07-16,금융,Pro,2,198000,0
C01888,2022-04-07,유통/이커머스,Basic,1,29000,0
C01889,2022-09-13,IT/SW,Basic,1,29000,1
C01890,2022-02-26,교육,Pro,3,297000,0
C01891,2023-03-01,스타트업,Basic,1,29000,0
C01892,2023-08-30,의료,Basic,1,29000,1
C01893,2023-10-30,유통/이커머스,Pro,6,594000,0
C01894,2024-04-12,금융,Basic,1,29000,0
C01895,2022-09-16,금융,Basic,1,29000,0
C01896,2023-11-30,유통/이커머스,Pro,5,495000,0
C01897,2022-07-30,IT/SW,Pro,2,198000,0
C01898,2024-01-15,스타트업,Basic,1,29000,0
C01899,2023-10-27,교육,Enterprise,40,15600000,0
C01900,2022-06-07,교육,Basic,1,29000,1
C01901,2024-04-29,금융,Enterprise,22,8580000,0
C01902,2023-09-20,금융,Basic,1,29000,1
C01903,2023-09-02,IT/SW,Basic,2,58000,0
C01904,2023-06-12,스타트업,Enterprise,37,14430000,0
C01905,2024-02-16,금융,Pro,7,693000,0
C01906,2023-03-04,의료,Basic,3,87000,0
C01907,2022-05-04,제조,Enterprise,36,14040000,0
C01908,2023-07-12,공공,Basic,2,58000,0
C01909,2023-02-14,금융,Enterprise,27,10530000,1
C01910,2022-10-10,의료,Basic,1,29000,1
C01911,2024-03-09,IT/SW,Basic,1,29000,0
C01912,2022-10-18,공공,Pro,5,495000,0
C01913,2023-03-11,공공,Basic,1,29000,0
C01914,2023-05-10,유통/이커머스,Enterprise,27,10530000,0
C01915,2022-09-28,공공,Pro,3,297000,0
C01916,2022-05-14,제조,Pro,7,693000,0
C01917,2024-02-21,금융,Enterprise,20,7800000,0
C01918,2023-12-23,IT/SW,Basic,3,87000,0
C01919,2024-04-14,금융,Pro,4,396000,1
C01920,2022-08-14,유통/이커머스,Basic,4,116000,0
C01921,2023-10-09,제조,Pro,9,891000,0
C01922,2024-04-04,IT/SW,Enterprise,30,11700000,0
C01923,2023-05-19,공공,Pro,2,198000,0
C01924,2023-04-28,IT/SW,Basic,1,29000,0
C01925,2024-01-08,스타트업,Pro,5,495000,0
C01926,2024-06-17,공공,Pro,5,495000,0
C01927,2024-04-05,공공,Pro,5,495000,0
C01928,2023-04-27,IT/SW,Pro,8,792000,1
C01929,2022-08-19,제조,Pro,6,594000,1
C01930,2023-05-25,IT/SW,Enterprise,40,15600000,0
C01931,2022-08-04,제조,Enterprise,34,13260000,1
C01932,2023-07-16,유통/이커머스,Basic,1,29000,0
C01933,2023-12-10,교육,Enterprise,31,12090000,0
C01934,2024-02-17,IT/SW,Basic,5,145000,1
C01935,2023-01-04,IT/SW,Basic,1,29000,0
C01936,2022-03-06,유통/이커머스,Basic,1,29000,0
C01937,2022-10-15,유통/이커머스,Pro,4,396000,0
C01938,2023-12-07,IT/SW,Basic,1,29000,1
C01939,2022-06-04,IT/SW,Basic,1,29000,0
C01940,2023-12-06,공공,Pro,3,297000,0
C01941,2022-05-12,공공,Basic,2,58000,0
C01942,2022-12-19,IT/SW,Pro,5,495000,0
C01943,2022-05-24,금융,Pro,5,495000,0
C01944,2024-03-31,제조,Pro,4,396000,0
C01945,2022-12-14,공공,Pro,2,198000,0
C01946,2023-07-21,IT/SW,Enterprise,25,9750000,0
C01947,2022-04-10,금융,Basic,1,29000,0
C01948,2023-11-20,의료,Pro,2,198000,0
C01949,2023-03-15,스타트업,Pro,7,693000,1
C01950,2022-01-17,IT/SW,Pro,2,198000,0
C01951,2023-04-14,금융,Enterprise,34,13260000,0
C01952,2023-09-07,유통/이커머스,Basic,1,29000,0
C01953,2022-06-24,교육,Pro,6,594000,0
C01954,2023-09-13,제조,Basic,1,29000,0
C01955,2022-06-04,금융,Pro,9,891000,0
C01956,2022-02-27,제조,Basic,1,29000,1
C01957,2024-04-21,공공,Pro,3,297000,0
C01958,2023-01-21,공공,Pro,5,495000,0
C01959,2023-02-26,유통/이커머스,Pro,6,594000,0
C01960,2022-01-22,공공,Pro,10,990000,0
C01961,2022-12-12,IT/SW,Basic,1,29000,1
C01962,2023-01-13,IT/SW,Pro,8,792000,1
C01963,2023-08-14,금융,Basic,1,29000,0
C01964,2024-01-02,스타트업,Pro,3,297000,0
C01965,2024-05-09,IT/SW,Basic,1,29000,0
C01966,2023-11-11,금융,Pro,3,297000,1
C01967,2023-08-16,금융,Enterprise,33,12870000,0
C01968,2022-08-23,스타트업,Pro,8,792000,0
C01969,2023-10-13,공공,Enterprise,24,9360000,0
C01970,2023-12-26,금융,Pro,6,594000,0
C01971,2023-11-29,금융,Basic,1,29000,0
C01972,2022-12-08,공공,Basic,1,29000,0
C01973,2022-07-10,제조,Basic,1,29000,0
C01974,2024-03-21,제조,Pro,11,1089000,0
C01975,2023-04-29,제조,Basic,1,29000,0
C01976,2022-12-24,의료,Basic,1,29000,0
C01977,2022-11-20,제조,Pro,5,495000,1
C01978,2023-10-10,IT/SW,Basic,1,29000,0
C01979,2024-05-14,유통/이커머스,Basic,2,58000,0
C01980,2022-07-06,스타트업,Pro,3,297000,0
C01981,2022-10-22,금융,Enterprise,26,10140000,0
C01982,2023-01-26,제조,Basic,1,29000,0
C01983,2022-02-07,스타트업,Enterprise,31,12090000,0
C01984,2024-04-06,교육,Basic,1,29000,0
C01985,2022-08-08,의료,Enterprise,35,13650000,0
C01986,2024-01-27,교육,Basic,2,58000,0
C01987,2022-05-16,제조,Pro,3,297000,0
C01988,2022-08-04,공공,Basic,1,29000,0
C01989,2022-09-28,유통/이커머스,Basic,1,29000,0
C01990,2023-11-11,제조,Enterprise,35,13650000,0
C01991,2023-11-24,유통/이커머스,Basic,1,29000,0
C01992,2022-12-21,IT/SW,Enterprise,27,10530000,1
C01993,2023-08-02,유통/이커머스,Basic,1,29000,0
C01994,2023-08-06,공공,Enterprise,26,10140000,0
C01995,2022-05-31,유통/이커머스,Pro,3,297000,0
C01996,2022-07-28,유통/이커머스,Pro,5,495000,0
C01997,2022-01-08,유통/이커머스,Basic,2,58000,0
C01998,2022-06-16,교육,Pro,5,495000,0
C01999,2023-10-16,금융,Basic,1,29000,0
C02000,2023-10-31,금융,Basic,3,87000,0
C02001,2023-09-27,유통/이커머스,Basic,1,29000,0
C02002,2023-08-27,의료,Basic,2,58000,0
C02003,2024-02-02,IT/SW,Basic,1,29000,0
C02004,2023-07-05,스타트업,Enterprise,25,9750000,0
C02005,2022-08-08,금융,Basic,1,29000,0
C02006,2023-05-10,스타트업,Basic,1,29000,0
C02007,2023-03-03,스타트업,Enterprise,24,9360000,0
C02008,2022-09-23,IT/SW,Basic,1,29000,0
C02009,2024-03-17,스타트업,Basic,1,29000,0
C02010,2022-03-18,공공,Pro,7,693000,0
C02011,2022-05-16,교육,Basic,1,29000,0
C02012,2022-07-26,공공,Pro,4,396000,0
C02013,2022-10-07,제조,Pro,1,99000,0
C02014,2022-01-20,스타트업,Basic,1,29000,0
C02015,2023-01-31,유통/이커머스,Enterprise,28,10920000,0
C02016,2022-02-01,IT/SW,Basic,1,29000,0
C02017,2022-02-10,공공,Enterprise,26,10140000,0
C02018,2023-01-16,IT/SW,Pro,10,990000,1
C02019,2022-10-26,의료,Basic,1,29000,0
C02020,2022-09-12,유통/이커머스,Pro,6,594000,1
C02021,2023-12-26,유통/이커머스,Pro,4,396000,0
C02022,2024-02-02,IT/SW,Basic,1,29000,0
C02023,2024-06-16,제조,Basic,1,29000,0
C02024,2024-04-06,금융,Pro,4,396000,0
C02025,2024-02-22,유통/이커머스,Basic,2,58000,0
C02026,2022-01-26,IT/SW,Basic,1,29000,0
C02027,2022-10-24,스타트업,Basic,2,58000,0
C02028,2023-11-17,제조,Pro,3,297000,0
C02029,2022-10-19,제조,Basic,1,29000,0
C02030,2022-05-17,공공,Pro,4,396000,1
C02031,2022-03-26,제조,Pro,6,594000,0
C02032,2022-04-08,금융,Basic,2,58000,0
C02033,2023-08-30,유통/이커머스,Pro,6,594000,0
C02034,2024-04-24,교육,Basic,1,29000,0
C02035,2024-02-11,유통/이커머스,Enterprise,33,12870000,0
C02036,2023-02-27,스타트업,Basic,1,29000,0
C02037,2023-05-10,금융,Basic,2,58000,0
C02038,2024-05-02,의료,Basic,1,29000,1
C02039,2022-09-11,제조,Enterprise,32,12480000,0
C02040,2023-05-02,스타트업,Pro,4,396000,0
C02041,2022-03-28,유통/이커머스,Enterprise,28,10920000,1
C02042,2022-02-21,제조,Basic,1,29000,0
C02043,2024-05-07,IT/SW,Basic,1,29000,0
C02044,2023-02-25,금융,Pro,3,297000,0
C02045,2023-01-12,제조,Basic,1,29000,0
C02046,2022-03-31,제조,Pro,6,594000,0
C02047,2023-07-31,제조,Basic,3,87000,1
C02048,2023-09-21,제조,Enterprise,22,8580000,0
C02049,2022-08-17,IT/SW,Enterprise,22,8580000,0
C02050,2022-10-07,제조,Enterprise,29,11310000,0
C02051,2022-11-24,IT/SW,Pro,9,891000,0
C02052,2023-08-11,교육,Basic,1,29000,0
C02053,2024-01-21,금융,Basic,1,29000,0
C02054,2024-01-01,IT/SW,Basic,1,29000,0
C02055,2023-09-30,금융,Pro,4,396000,0
C02056,2022-02-06,제조,Basic,1,29000,1
C02057,2023-08-25,금융,Pro,7,693000,0
C02058,2023-11-28,IT/SW,Pro,5,495000,0
C02059,2024-02-16,유통/이커머스,Basic,2,58000,1
C02060,2022-10-09,공공,Pro,7,693000,0
C02061,2022-11-08,금융,Pro,7,693000,0
C02062,2024-01-19,교육,Basic,1,29000,0
C02063,2023-10-16,금융,Pro,6,594000,0
C02064,2024-05-07,제조,Enterprise,32,12480000,0
C02065,2023-04-05,제조,Pro,6,594000,0
